Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	subtipos	subtipos_completo
319	Spectrogram 1	1	86.663031235	86.698655943	59900.5	70750.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 74
320	Spectrogram 1	1	86.691926831	86.720426598	68490.1	95162.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 74
321	Spectrogram 1	1	87.155047952	87.184735208	79566.0	94936.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
322	Spectrogram 1	1	88.601806676	88.636639724	66229.7	82278.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
323	Spectrogram 1	1	88.726097323	88.772805273	56057.9	61708.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
324	Spectrogram 1	1	89.342404606	89.371300202	61030.7	76853.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
325	Spectrogram 1	1	89.702214155	89.717651529	58544.3	63247.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	5	3 step 75
326	Spectrogram 1	1	91.591906665	91.649302028	61482.8	78209.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
327	Spectrogram 1	1	91.965174356	92.013465627	60352.6	76401.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
328	Spectrogram 1	1	92.178922603	92.231568005	65777.6	78209.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
329	Spectrogram 1	1	92.415628914	92.468670145	64421.3	80018.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
330	Spectrogram 1	1	92.697459936	92.731105493	64195.3	78887.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
331	Spectrogram 1	1	92.950395280	93.004228172	59900.5	68038.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
332	Spectrogram 1	1	93.622514686	93.658931054	64873.4	83634.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 76
333	Spectrogram 1	1	93.662493525	93.679910049	58092.2	64647.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 76
334	Spectrogram 1	1	93.671201787	93.683868350	69168.2	86121.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 76
335	Spectrogram 1	1	94.142635339	94.157676883	72106.7	81374.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
336	Spectrogram 1	1	94.182614178	94.196468231	80018.1	93354.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
337	Spectrogram 1	1	94.763692664	94.800900693	61482.8	71880.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
338	Spectrogram 1	1	95.530811211	95.547831904	68490.1	76175.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
339	Spectrogram 1	1	95.571185879	95.620664640	66681.7	79566.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
340	Spectrogram 1	1	95.708143089	95.777413355	55831.8	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
341	Spectrogram 1	1	96.121389619	96.142764444	74593.1	88607.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 77
342	Spectrogram 1	1	96.113077187	96.126535410	57414.1	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 77
343	Spectrogram 1	1	96.600343943	96.676343320	53797.5	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
344	Spectrogram 1	1	96.774113351	96.849321068	54023.5	68038.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
345	Spectrogram 1	1	97.377358241	97.436732754	58996.4	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
346	Spectrogram 1	1	98.007915065	98.055414675	68264.0	84538.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
347	Spectrogram 1	1	98.197517676	98.259267170	54701.6	63743.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
348	Spectrogram 1	1	98.743367285	98.778596163	65099.5	75497.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
349	Spectrogram 1	1	98.831241483	98.879532753	68942.1	94032.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
350	Spectrogram 1	1	98.952365489	99.045385560	51537.1	61708.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
351	Spectrogram 1	1	99.282883612	99.312175038	61030.7	73915.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 78
352	Spectrogram 1	1	99.298320985	99.328799902	86573.2	103300.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	5 step 78
353	Spectrogram 1	1	99.651796748	99.682275665	57414.1	65551.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 79
354	Spectrogram 1	1	99.662879990	99.690983927	71202.5	88833.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	5 step 79
355	Spectrogram 1	1	99.415486186	99.489110582	59900.5	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
356	Spectrogram 1	1	99.859607462	99.875836496	57866.2	66003.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 80
357	Spectrogram 1	1	99.869899045	99.901169621	69620.3	84538.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 80
358	Spectrogram 1	1	100.183792304	100.195271376	81600.4	93128.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 81
359	Spectrogram 1	1	100.173896551	100.190125585	60352.6	66003.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 81
360	Spectrogram 1	1	100.232083574	100.243166817	71654.6	80018.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
361	Spectrogram 1	1	100.583580610	100.595851343	76175.4	85895.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
362	Spectrogram 1	1	100.752995887	100.787433105	57866.2	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 82
363	Spectrogram 1	1	100.771599901	100.813162061	69168.2	87025.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 82
364	Spectrogram 1	1	100.991285518	101.015431154	60352.6	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 83
365	Spectrogram 1	1	101.012660343	101.024535246	80696.2	90868.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 83
366	Spectrogram 1	1	101.119930297	101.165054927	54927.7	64195.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
367	Spectrogram 1	1	101.245804264	101.271533220	58996.4	67359.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 84
368	Spectrogram 1	1	101.264408278	101.271533220	80018.1	88833.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 84
369	Spectrogram 1	1	101.367324101	101.390282246	59674.5	69846.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 85
370	Spectrogram 1	1	101.386719775	101.397407188	84538.9	92450.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 84
371	Spectrogram 1	1	101.408490349	101.419573591	70298.4	80922.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 84
372	Spectrogram 1	1	101.612342844	101.633717668	52893.3	61482.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
373	Spectrogram 1	1	101.727925229	101.741779282	60126.6	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 85
374	Spectrogram 1	1	101.738216811	101.772654029	71880.7	90868.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 85
375	Spectrogram 1	1	101.863694949	101.904069618	73236.9	96745.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
376	Spectrogram 1	1	101.979277253	102.043797557	57414.1	68264.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
377	Spectrogram 1	1	102.699687930	102.722646075	64873.4	73236.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
378	Spectrogram 1	1	103.067018169	103.113330290	60578.7	73010.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
379	Spectrogram 1	1	103.423264743	103.465222732	57866.2	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
380	Spectrogram 1	1	103.999593268	104.063321912	57866.2	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
381	Spectrogram 1	1	104.247382902	104.284590930	60126.6	72784.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 86
382	Spectrogram 1	1	104.270341047	104.284195100	81148.3	97423.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	5 step 86
383	Spectrogram 1	1	104.650733680	104.710504023	56057.9	67811.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
384	Spectrogram 1	1	106.139450393	106.219408070	56283.9	66003.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
385	Spectrogram 1	1	106.318761422	106.364677712	66455.7	82504.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
386	Spectrogram 1	1	106.874506702	106.943776967	57414.1	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
387	Spectrogram 1	1	107.180483359	107.272711769	67133.8	84312.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 87
388	Spectrogram 1	1	107.169004287	107.195129072	49502.7	60578.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 87
389	Spectrogram 1	1	107.454001868	107.486064105	56509.9	70298.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 88
390	Spectrogram 1	1	107.478147503	107.514168041	69168.2	93580.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 88
391	Spectrogram 1	1	107.719999686	107.777395049	58318.3	69168.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
392	Spectrogram 1	1	107.870019289	107.943247855	56736.0	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
393	Spectrogram 1	1	108.101975639	108.126912935	59900.5	72558.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 89
394	Spectrogram 1	1	108.123746294	108.143537798	83860.8	100361.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 89
395	Spectrogram 1	1	108.344619482	108.365994307	59222.4	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
396	Spectrogram 1	1	108.481180781	108.500576455	57866.2	65777.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 90
397	Spectrogram 1	1	108.491472363	108.548867726	61482.8	84764.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 90
398	Spectrogram 1	1	108.809323923	108.853261063	53571.4	65777.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
399	Spectrogram 1	1	111.466926639	111.523530342	64421.3	81600.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
400	Spectrogram 1	1	111.935985211	111.982297331	57188.1	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
401	Spectrogram 1	1	112.092338096	112.162004191	57414.1	67133.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
402	Spectrogram 1	1	113.495951340	113.580658979	57188.1	99683.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
403	Spectrogram 1	1	117.635145909	117.675916408	62839.1	84312.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
404	Spectrogram 1	1	117.787936323	117.864727360	51989.2	65777.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
405	Spectrogram 1	1	118.494097036	118.564554791	58544.3	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
406	Spectrogram 1	1	118.773948907	118.806011144	58092.2	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
407	Spectrogram 1	1	118.823427668	118.834906740	82278.5	91320.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
408	Spectrogram 1	1	119.029655062	119.084675444	61482.8	76401.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
410	Spectrogram 1	1	119.390652101	119.412422756	59222.4	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 91
411	Spectrogram 1	1	119.405297814	119.413214416	83634.7	91320.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 91
412	Spectrogram 1	1	119.554525676	119.587775403	60352.6	69846.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 92
413	Spectrogram 1	1	119.572733860	119.594108685	73236.9	90642.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 92
414	Spectrogram 1	1	120.679870451	120.711536858	59448.5	68716.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
415	Spectrogram 1	1	120.947847420	120.958139002	60352.6	65777.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 93
416	Spectrogram 1	1	120.960118152	120.968430584	64195.3	71880.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 93
417	Spectrogram 1	1	121.080846248	121.129929178	60352.6	73462.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
418	Spectrogram 1	1	121.325469241	121.356739818	59674.5	69846.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 94
419	Spectrogram 1	1	121.356343988	121.365843910	69620.3	84086.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 94
420	Spectrogram 1	1	123.996926011	124.019092496	83182.6	97875.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
421	Spectrogram 1	1	124.159216346	124.185341132	62613.0	71654.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
422	Spectrogram 1	1	124.503984271	124.527734076	61708.9	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
423	Spectrogram 1	1	125.402914317	125.417164200	66003.6	74819.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
424	Spectrogram 1	1	125.517705042	125.527996624	61934.9	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
425	Spectrogram 1	1	126.594362635	126.607425028	61708.9	70298.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
426	Spectrogram 1	1	127.928705696	127.954434651	72784.8	89285.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
427	Spectrogram 1	1	132.433647184	132.451855368	66455.7	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
428	Spectrogram 1	1	133.090724966	133.118828902	66681.7	75045.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
429	Spectrogram 1	1	136.290614901	136.310010575	61708.9	68942.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 95
430	Spectrogram 1	1	136.315948027	136.341281152	59900.5	68490.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 95
431	Spectrogram 1	1	136.300114823	136.318718837	88833.6	94032.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 95
432	Spectrogram 1	1	136.462800989	136.528508783	63517.2	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
433	Spectrogram 1	1	136.667049233	136.703465601	54023.5	61934.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
434	Spectrogram 1	1	137.553312635	137.567562518	55605.8	65551.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 96
435	Spectrogram 1	1	137.560041746	137.624166220	70524.4	89963.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 96
436	Spectrogram 1	1	138.319243772	138.329139524	77079.6	82956.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 97
437	Spectrogram 1	1	138.325577053	138.342201917	62160.9	73010.8	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 97
438	Spectrogram 1	1	138.551991863	138.565450086	58996.4	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
439	Spectrogram 1	1	140.788431448	140.802681331	66907.8	73462.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 98
440	Spectrogram 1	1	140.799514690	140.810993763	73010.8	80696.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 98
441	Spectrogram 1	1	140.850180942	140.863639164	75271.2	82504.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
442	Spectrogram 1	1	140.966950817	141.019200389	54927.7	62160.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
443	Spectrogram 1	1	141.430467768	141.442342670	83634.7	90189.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
444	Spectrogram 1	1	141.451050932	141.478759038	84086.8	101491.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
445	Spectrogram 1	1	141.882901476	141.901505490	58092.2	67585.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
446	Spectrogram 1	1	142.019067026	142.059045865	60352.6	70072.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
447	Spectrogram 1	1	143.810197844	143.845426722	63065.1	75723.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
448	Spectrogram 1	1	144.371088996	144.445900883	57866.2	66681.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
449	Spectrogram 1	1	144.557524967	144.576920641	55379.7	65551.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 99
450	Spectrogram 1	1	144.570983190	144.619670291	72558.8	87025.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 99
451	Spectrogram 1	1	144.714669430	144.789481317	65551.5	91546.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
452	Spectrogram 1	1	144.871022315	144.919709415	59222.4	64873.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
453	Spectrogram 1	1	147.096774064	147.108648966	69620.3	82956.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
454	Spectrogram 1	1	147.196523245	147.246002006	51537.1	58544.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
455	Spectrogram 1	1	149.516086806	149.542211592	72332.7	81374.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
456	Spectrogram 1	1	150.402350208	150.508828502	61482.8	73915.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
457	Spectrogram 1	1	151.058636411	151.085948687	62160.9	72106.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 100
458	Spectrogram 1	1	151.073282124	151.087927838	86347.2	97649.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 100
459	Spectrogram 1	1	151.206676782	151.249426432	58318.3	69620.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
460	Spectrogram 1	1	151.556986409	151.594590268	66681.7	84991.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
461	Spectrogram 1	1	154.123547782	154.165109941	66003.6	79340.0	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
462	Spectrogram 1	1	156.675068116	156.712671974	62839.1	77531.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
463	Spectrogram 1	1	158.495886272	158.514490286	66003.6	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
464	Spectrogram 1	1	158.597218774	158.643926725	60352.6	80244.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
465	Spectrogram 1	1	158.928132646	158.940007549	61708.9	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 101
466	Spectrogram 1	1	158.934070097	158.945549170	86121.2	94936.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	5 step 101
467	Spectrogram 1	1	159.517523564	159.540085879	71880.7	96292.9	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	
468	Spectrogram 1	1	159.465273993	159.476753065	82956.6	92450.3	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
469	Spectrogram 1	1	159.627564328	159.679022240	60352.6	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 102
470	Spectrogram 1	1	159.662001546	159.693667953	82052.4	108951.2	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	6	6 step 102
471	Spectrogram 1	1	160.230017558	160.283850450	60352.6	80018.1	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
472	Spectrogram 1	1	161.782858746	161.800275269	64421.3	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
473	Spectrogram 1	1	162.599060304	162.658830647	63517.2	71880.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	
474	Spectrogram 1	1	162.939078267	162.960057262	63291.1	70524.4	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	1	
475	Spectrogram 1	1	169.546273022	169.572397808	60578.7	76627.5	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 103
476	Spectrogram 1	1	169.576356109	169.611189156	67359.9	77757.7	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 103
477	Spectrogram 1	1	169.566856187	169.581897730	92450.3	105786.6	742-B5-A30_0004.flac	/home/bryan/Desktop/Audios_revisados/742-B5-A30_0004.flac	4	6 step 103
